pairID	gold_label	Sentence1	Sentence2	Explanation_1	Sentence1_si	Sentence2_si	Explanation_1_si
3787437809.jpg#4r1c	contradiction	A man is praying to an idol.	A man eating a steak.	Praying typically precludes other simultaneous actions.	Človek moli maliku.	Moški, ki jé zrezek.	Molitev običajno izključuje druga sočasna dejanja.
3107368071.jpg#1r1c	contradiction	A group of multi-cultural kids are excited by what they are watching.	A group of kids fighting is about to get broken up by a cop.	A group of multi-cultural kids excited by what they are watching is contradictory to group of kids fighting.	Skupina multikulturnih otrok je navdušena nad tem, kar gledajo.	Skupino pretepajočih se otrok bo kmalu razbil policist.	Skupina multikulturnih otrok, navdušenih nad tem, kar gledajo, je v nasprotju s skupino otrok, ki se pretepajo.
289616152.jpg#2r1n	neutral	A skater leaps through the air near a railing	The boy tries to impress his crush with tricks.	Sentence 1 is missing impress his crush	Drsalec skoči po zraku blizu ograje	Fant skuša s triki narediti vtis na svojo simpatijo.	Manjka 1. stavek. Navdušite njegovo simpatijo
3174919870.jpg#0r1n	entailment	A young girl skiing in the mountains.	Someone is skiing.	A young girl is someone.	Mlado dekle smuča v gorah.	Nekdo smuča.	Mlado dekle je nekdo.
3135317718.jpg#3r1c	contradiction	A woman in a pink skirt is holding a baby.	A woman is holding two puppies in her hands.	A baby and two puppies are two different things.	Ženska v rožnatem krilu drži otroka.	Ženska drži v rokah dva kužka.	Dojenček in dva kužka sta dve različni stvari.
3321063116.jpg#4r2e	entailment	Three dogs playing in the snow.	Three dogs are playing outside.	dogs playing in the snow means they are playing outside	Trije psi, ki se igrajo v snegu.	Trije psi se igrajo zunaj.	psi, ki se igrajo v snegu, pomeni, da se igrajo zunaj
826919541.jpg#4r1c	contradiction	Two boys splash in the water outside.	Two boys are watching a movie inside.	Two boys cannot be splashing water outside and watching a movie inside simultaneously.	Dva fanta zunaj čofotata v vodi.	Dva fanta notri gledata film.	Dva fanta ne moreta zunaj čofotati vodo in notri hkrati gledati filma.
2717373229.jpg#2r1n	neutral	A light blue car stopped outside with all its doors open.	A car has been jacked and left abandoned.	The car could be a color other light blue and you can't assume a car with all of it's doors open has been jacked and left abandoned. The owner may be coming back after an emergency.	Zunaj se je ustavil svetlomoder avto z vsemi odprtimi vrati.	Avto je bil ugrabljen in ostal zapuščen.	Avto je lahko druge svetlo modre barve in ne morete domnevati, da so avto z vsemi odprtimi vrati ukradli in pustili zapuščenega. Lastnik se bo morda vrnil po nujnem primeru.
299612419.jpg#2r1n	neutral	A group of young men sit on rock and look in the distance.	men think about their past	Just because the men are looking into the distance does not imply what they are thinking about.  There is no way to imply that they think about their past just from seeing what they are doing.	Skupina mladeničev sedi na skali in gleda v daljavo.	moški razmišljajo o svoji preteklosti	Samo zato, ker moški gledajo v daljavo, še ne pomeni, o čem razmišljajo. Nikakor ne moremo reči, da razmišljajo o svoji preteklosti samo zato, ker vidijo, kaj počnejo.
59032661.jpg#3r1n	neutral	A mixed group of men and women relax in a formal living room.	A group of people watch a movie.	You can be in a living room and not watch a movie.	Mešana skupina moških in žensk se sprošča v formalni dnevni sobi.	Skupina ljudi gleda film.	Lahko si v dnevni sobi in ne gledaš filma.
3504913634.jpg#1r1c	contradiction	A woman with glasses is teaching a class on a stage.	There is a man sitting by himself in a ditch.	There can either be a man or a woman.	Ženska z očali poučuje razred na odru.	Človek sedi sam v jarku.	Lahko je moški ali ženska.
4378810163.jpg#0r1c	contradiction	Two women with ID cards around their necks are staring in the same direction.	They are taking naps.	Two women staring as opposed to unknown amount taking naps.	Dve ženski z osebnimi izkaznicami okoli vratu gledata v isto smer.	Zadremajo.	Dve ženski strmita v nasprotju z neznano količino, ki drema.
3614595423.jpg#4r1e	entailment	Children climb a tree.	Kids climbing.	Children are kids.	Otroci plezajo na drevo.	Otroci plezajo.	Otroci so otroci.
50655098.jpg#0r1n	neutral	A group of male and female cheerleaders in black and yellow uniforms have thrown a female cheerleader in the air and are waiting to catch her.	The cheerleaders are performing a halftime show at a football game.	The act of throwing a cheerleader in the air can't necessarily be a halftime show performance and also football is not the only game with cheerleaders.	Skupina navijačic in navijačic v črno-rumenih uniformah je navijačico vrgla v zrak in čaka, da jo ujame.	Navijačice izvajajo predstavo med polčasom nogometne tekme.	Metanje navijačice v zrak ne more nujno biti predstava med polčasom, pa tudi nogomet ni edina igra z navijačicami.
3633396324.jpg#0r4e	entailment	This is a profile shot of an old man in a newspaper boy hat with people blurred out in the background.	This is a profile shot of an old man in a newspaper boy hat with a blurred background.	People in the background blurred is a descriptive extension of the second sentence.	To je profilni posnetek starca s časopisnim fantovskim klobukom z zamegljenimi ljudmi v ozadju.	To je profilni posnetek starca s časopisnim fantovskim klobukom z zamegljenim ozadjem.	Ljudje v zamegljenem ozadju je opisna razširitev drugega stavka.
2595672128.jpg#0r4e	entailment	A young woman wearing a colorful headscarf, plaid shirt and skirt stands barefoot in front of a plantation, holding a sample of leaves in her hand.	A woman stands in front of a plantation.	A woman stands	Mlada ženska, oblečena v pisano naglavno ruto, karirasto srajco in krilo, stoji bosa pred plantažo in v roki drži vzorec listov.	Ženska stoji pred nasadom.	Ženska stoji
4725670422.jpg#1r1c	contradiction	Some people are looking at the selections in an indoor food court.	There is only one person.	"One person cannot equal ""some people""."	Nekateri si ogledujejo ponudbo v zaprtih restavracijah.	Samo ena oseba je.	Ena oseba ne more biti enaka &quot;nekaterim ljudem&quot;.
86289724.jpg#3r1e	entailment	People gathering in a moment of prayer.	A group comes together in prayer.	People implies a group, and gathering is the same thing as comes together.	Ljudje, ki se zbirajo v trenutku molitve.	Skupina se zbere v molitvi.	Ljudje pomenijo skupino, zbiranje pa je isto kot združevanje.
4487186202.jpg#3r1c	contradiction	A young girl reading an electronic book.	The girl does not like e-books and instead reads a normal paperback book.	Paperback is not electronic.	Mlado dekle bere elektronsko knjigo.	Deklica ne mara e-knjig in namesto tega bere običajno knjigo z mehkimi platnicami.	Mehka vezava ni elektronska.
1974820694.jpg#1r1n	neutral	A caucasian male wearing an orange dress shirt is reviewing a stack of pages while addressing a class member.	A white man gives a speech in class.	The first man is reviewing papers, meaning he is not making a speech in class. There has to be a second man.	Kavkaški moški, oblečen v oranžno srajco, pregleduje sveženj strani, medtem ko nagovarja člana razreda.	Belec ima govor v razredu.	Prvi človek pregleduje referate, kar pomeni, da ne govori v razredu. Mora biti drugi človek.
4289221907.jpg#0r1c	contradiction	A group of nine performers on a stage are shown holding guitars and wearing black and red costumes.	The group is swimming in the ocean and racing for the shore.	The group cannot be performers on a stage and swimmers simultaneously.	Skupina devetih izvajalcev na odru je prikazana s kitarami v rokah in v črno-rdečih kostumih.	Skupina plava v oceanu in tekmuje proti obali.	Skupina ne more biti nastopajoči na odru in plavalci hkrati.
349738226.jpg#2r1n	neutral	Female friends gather their dogs outside in a fenced area.	Friends play Frisbee with their dogs.	Friends who gather their dogs outside in a fenced area are not necessarily there to play Frisbee.	Prijateljice zbirajo svoje pse zunaj v ograjenem prostoru.	Prijatelji igrajo frizbi s svojimi psi.	Prijatelji, ki zbirajo svoje pse zunaj v ograjenem prostoru, niso nujno tam, da igrajo frizbi.
1352398363.jpg#3r1c	contradiction	A dirty child plays in the house	The child is clean.	not every child is dirty	Umazan otrok se igra v hiši	Otrok je čist.	ni vsak otrok umazan
181616579.jpg#3r1n	neutral	Veterans in white uniforms carrying American flags.	veterans participating in a march	You can not infer they are participating.	Veterani v belih uniformah z ameriškimi zastavami.	veterani, ki se udeležijo pohoda	Ne morete sklepati, da sodelujejo.
3665169936.jpg#0r1c	contradiction	A person is doing a trick on a bicycle with grass and sky as the background.	A person is swimming.	One cannot be swimming and riding bicycle simultaneously.	Oseba izvaja trik na kolesu s travo in nebom kot ozadjem.	Oseba plava.	Ne moremo plavati in kolesariti hkrati.
4855048651.jpg#1r1c	contradiction	A man playing what looks like a guitar with a bow like a violin.	A man is playing the saxaphone	Violin is a different musical instrument from a saxophone.	Človek, ki igra nekaj, kar je videti kot kitara, z lokom kot violino.	Moški igra saksafon	Violina je drugačno glasbilo od saksofona.
39983944.jpg#3r4e	entailment	A man hanging by a cable from the tower.	A man hanging off a tower.	hanging from the tower and hanging off a tower are the same	Človek visi na kablu s stolpa.	Človek visi s stolpa.	viseti s stolpa in viseti s stolpa sta enaka
4560100704.jpg#1r1n	neutral	A group of people enjoying a small carnival.	The group of people are friends.	The first sentence only implies that the group is enjoying the carnival, but not necessarily that they are friends.	Skupina ljudi uživa v majhnem karnevalu.	Skupina ljudi je prijateljev.	Prvi stavek namiguje le na to, da skupina uživa na karnevalu, ni pa nujno, da so prijatelji.
5009047021.jpg#2r1e	entailment	A man running with a football while members of the opposing team chase him.	The player is running  with the football while opponents chase after him.	HE IS RUNNING WITH A FOOTBALL.	Moški teče z nogometno žogo, medtem ko ga člani nasprotne ekipe lovijo.	Igralec teče z žogo, medtem ko nasprotniki lovijo za njim.	TEČE Z NOGOMETNO ŽOGO.
5585791618.jpg#4r1c	contradiction	A athletic girl jumps onto a large wall.	An athletic girl is sitting.	If a girl jumps, she is not sitting.	Atletsko dekle skoči na veliko steno.	Sedi atletsko dekle.	Če dekle skoči, ne sedi.
3496758911.jpg#2r1n	neutral	A skateboarded is doing a handstand on a board in the street.	A skateboarder is doing a handstand in front of an audience.	Doing a handstand does not imply it is in front of an audience.	Rolkar dela stojo na rokah na deski na ulici.	Rolkar dela stojo na rokah pred občinstvom.	Stoja na rokah ne pomeni, da je pred občinstvom.
3088979938.jpg#3r1e	entailment	A man wearing a blue shirt sits at a messy desk with two computers.	the man sat at the desk	"""Sat"" is the past tense synonym of sits."	Moški, oblečen v modro srajco, sedi za neurejeno mizo z dvema računalnikoma.	moški je sedel za mizo	&quot;Sat&quot; je pretekli čas sinonim za sits.
3217909454.jpg#3r1c	contradiction	a woman is sitting by a fence holding a baby in her arms.	a woman stands with her baby	Sitting of a woman is different then standing.	ženska sedi ob ograji in drži otroka v naročju.	ženska stoji s svojim otrokom	Sedenje ženske je drugačno od stanja.
190083339.jpg#3r1e	entailment	A woman wearing all white and eating, walks next to a man holding a briefcase.	A female is next to a man.	A woman is another word for a female.	Ženska, oblečena v belo in jedo, hodi poleg moškega, ki drži aktovko.	Samica je poleg moškega.	Ženska je druga beseda za žensko.
4688197510.jpg#3r1e	entailment	A picture of a storefront with a few people passing by.	People are walking	You would either be walking, running, or riding by something if you are passing it.	Slika izložbe trgovine z nekaj ljudmi, ki gredo mimo.	Ljudje hodijo	Hodili bi, tekli ali se vozili ob nečem, če bi šli mimo tega.
4742703949.jpg#0r5n	neutral	A man and woman are sitting at a table with a Jenga game in front of them and a few beer bottles.	a couple play a game of strip jenga	Just because a man and a women are at a table with Jenga and beer bottles does not mean they are playing a game of strip jenga.	Moški in ženska sedita za mizo z igro Jenga pred njima in nekaj steklenicami piva.	par igra igro strip jenga	Samo zato, ker sta moški in ženska za mizo z Jengo in pivskimi steklenicami, ne pomeni, da igrata igro striptizeta.
3550348169.jpg#4r1c	contradiction	A barefoot man on a hill side is bent over.	The man is at the ocean barefoot in the sand.	A hillside is not ocean sand	Bosonogi človek na hribu je sklonjen.	Človek je ob oceanu bos v pesku.	Pobočje ni oceanski pesek
